Channel,LQE,UpLink Power,Downlink Power,Time
16,29,-87.36959568,-86.31404735,5/7/17 8:36
17,31,-87.36959568,-85.0757165,5/7/17 8:36
18,36,-90,-90,5/7/17 8:36
19,36,-87.64351265,-88.20428693,5/7/17 8:36
20,41,-86.57216784,-85.56105804,5/7/17 8:36
21,41,-87.64351265,-85.80861003,5/7/17 8:36
22,39,-90,-89.68807488,5/7/17 8:36
23,39,-90,-89.68807488,5/7/17 8:36
24,32,-89.68807488,-88.49141223,5/7/17 8:36
25,32,-90,-89.38139986,5/7/17 8:36
26,32,-86.31404735,-85.56105804,5/7/17 8:36
11,33,-87.64351265,-85.0757165,5/7/17 8:36
12,33,-89.38139986,-89.07982737,5/7/17 8:36
13,35,-87.64351265,-85.56105804,5/7/17 8:36
14,35,-90,-89.68807488,5/7/17 8:36
15,28,-87.36959568,-85.80861003,5/7/17 8:36
16,28,-87.64351265,-85.56105804,5/7/17 8:36
17,34,-87.64351265,-86.31404735,5/7/17 8:36
18,39,-90,-89.68807488,5/7/17 8:36
19,38,-88.78321235,-86.83405012,5/7/17 8:36
20,41,-87.9216988,-85.80861003,5/7/17 8:36
21,39,-86.83405012,-86.31404735,5/7/17 8:36
22,40,-89.07982737,-89.38139986,5/7/17 8:36
23,41,-90,-89.68807488,5/7/17 8:36
24,36,-89.38139986,-88.20428693,5/7/17 8:36
25,37,-90,-90,5/7/17 8:36
26,32,-86.05956766,-85.31679751,5/7/17 8:36
11,34,-86.05956766,-85.80861003,5/7/17 8:36
12,36,-89.38139986,-88.78321235,5/7/17 8:36
13,37,-87.09981751,-85.31679751,5/7/17 8:36
14,40,-90,-89.38139986,5/7/17 8:36
15,35,-88.20428693,-86.31404735,5/7/17 8:36
16,33,-87.9216988,-85.80861003,5/7/17 8:36
17,36,-87.9216988,-87.09981751,5/7/17 8:36
18,41,-90,-90,5/7/17 8:36
19,39,-87.9216988,-86.83405012,5/7/17 8:36
20,44,-86.83405012,-86.31404735,5/7/17 8:36
21,43,-86.57216784,-85.0757165,5/7/17 8:36
22,42,-89.68807488,-89.38139986,5/7/17 8:36
23,41,-90,-89.68807488,5/7/17 8:36
24,35,-89.68807488,-89.07982737,5/7/17 8:36
25,36,-89.68807488,-90,5/7/17 8:36
26,33,-87.64351265,-84.60265632,5/7/17 8:36
11,33,-86.05956766,-85.0757165,5/7/17 8:36
12,36,-90,-87.9216988,5/7/17 8:36
13,36,-87.64351265,-86.05956766,5/7/17 8:36
14,36,-90,-89.38139986,5/7/17 8:36
15,30,-88.49141223,-86.05956766,5/7/17 8:36
16,27,-87.9216988,-85.31679751,5/7/17 8:36
17,31,-87.09981751,-85.80861003,5/7/17 8:36
18,37,-90,-90,5/7/17 8:36
19,36,-89.38139986,-87.09981751,5/7/17 8:36
20,37,-87.36959568,-85.80861003,5/7/17 8:36
21,37,-87.36959568,-86.31404735,5/7/17 8:36
22,36,-89.07982737,-87.36959568,5/7/17 8:36
23,38,-90,-89.38139986,5/7/17 8:36
24,33,-89.68807488,-89.38139986,5/7/17 8:36
25,34,-90,-89.07982737,5/7/17 8:36
26,30,-85.31679751,-85.31679751,5/7/17 8:36
11,33,-86.05956766,-85.0757165,5/7/17 8:36
12,34,-90,-89.07982737,5/7/17 8:36
13,34,-87.36959568,-86.05956766,5/7/17 8:36
14,38,-90,-88.78321235,5/7/17 8:36
15,32,-90,-89.38139986,5/7/17 8:36
16,27,-87.9216988,-86.05956766,5/7/17 8:36
17,29,-86.57216784,-86.05956766,5/7/17 8:36
18,36,-90,-89.68807488,5/7/17 8:36
19,35,-90,-87.64351265,5/7/17 8:36
20,35,-87.9216988,-86.05956766,5/7/17 8:36
21,32,-87.09981751,-85.31679751,5/7/17 8:36
22,31,-88.78321235,-88.49141223,5/7/17 8:36
23,34,-89.68807488,-90,5/7/17 8:36
24,29,-90,-89.68807488,5/7/17 8:36
25,29,-90,-89.38139986,5/7/17 8:36
26,29,-86.57216784,-84.83770528,5/7/17 8:36
11,31,-87.09981751,-84.37046428,5/7/17 8:36
12,30,-89.68807488,-88.78321235,5/7/17 8:36
13,31,-87.36959568,-86.31404735,5/7/17 8:36
14,37,-90,-88.49141223,5/7/17 8:36
15,32,-89.68807488,-87.64351265,5/7/17 8:36
16,27,-88.20428693,-85.80861003,5/7/17 8:36
17,28,-87.64351265,-86.31404735,5/7/17 8:36
18,32,-90,-89.38139986,5/7/17 8:36
19,32,-90,-88.78321235,5/7/17 8:36
20,32,-87.64351265,-86.05956766,5/7/17 8:36
21,31,-87.64351265,-86.05956766,5/7/17 8:36
22,30,-89.38139986,-88.49141223,5/7/17 8:36
23,31,-89.68807488,-89.38139986,5/7/17 8:36
24,26,-90,-90,5/7/17 8:36
25,26,-90,-90,5/7/17 8:36
26,25,-84.37046428,-85.31679751,5/7/17 8:36
11,29,-87.36959568,-85.56105804,5/7/17 8:36
12,30,-89.68807488,-87.9216988,5/7/17 8:36
13,31,-87.9216988,-85.56105804,5/7/17 8:36
14,35,-90,-88.20428693,5/7/17 8:36
15,30,-90,-89.07982737,5/7/17 8:36
16,25,-88.78321235,-86.05956766,5/7/17 8:36
17,26,-87.09981751,-86.05956766,5/7/17 8:36
18,31,-90,-89.38139986,5/7/17 8:36
19,31,-89.38139986,-88.49141223,5/7/17 8:36
20,33,-87.36959568,-85.31679751,5/7/17 8:36
21,30,-86.83405012,-86.31404735,5/7/17 8:36
22,31,-89.07982737,-88.20428693,5/7/17 8:36
23,33,-90,-89.07982737,5/7/17 8:36
24,28,-90,-89.07982737,5/7/17 8:36
25,28,-90,-89.38139986,5/7/17 8:36
26,28,-86.31404735,-85.56105804,5/7/17 8:37
11,32,-86.31404735,-84.83770528,5/7/17 8:37
12,33,-90,-88.78321235,5/7/17 8:37
13,33,-87.36959568,-85.31679751,5/7/17 8:37
14,37,-89.68807488,-88.49141223,5/7/17 8:37
15,32,-88.78321235,-86.57216784,5/7/17 8:37
16,29,-87.9216988,-86.57216784,5/7/17 8:37
17,31,-86.83405012,-85.56105804,5/7/17 8:37
18,38,-90,-89.68807488,5/7/17 8:37
19,38,-89.07982737,-87.9216988,5/7/17 8:37
20,40,-87.09981751,-85.0757165,5/7/17 8:37
21,39,-86.05956766,-85.80861003,5/7/17 8:37
22,39,-89.07982737,-89.07982737,5/7/17 8:37
23,42,-89.68807488,-89.38139986,5/7/17 8:37
24,37,-89.68807488,-88.49141223,5/7/17 8:37
25,37,-90,-88.78321235,5/7/17 8:37
26,34,-85.56105804,-86.05956766,5/7/17 8:37
11,37,-86.57216784,-85.0757165,5/7/17 8:37
12,37,-89.38139986,-87.64351265,5/7/17 8:37
13,39,-87.36959568,-86.05956766,5/7/17 8:37
14,42,-89.68807488,-89.38139986,5/7/17 8:37
15,37,-88.49141223,-87.36959568,5/7/17 8:37
16,33,-86.83405012,-85.56105804,5/7/17 8:37
17,37,-86.83405012,-86.31404735,5/7/17 8:37
18,43,-90,-90,5/7/17 8:37
19,42,-89.07982737,-87.36959568,5/7/17 8:37
20,44,-86.31404735,-85.80861003,5/7/17 8:37
21,44,-86.57216784,-85.0757165,5/7/17 8:37
22,44,-89.68807488,-87.9216988,5/7/17 8:37
23,43,-90,-89.68807488,5/7/17 8:37
24,37,-89.38139986,-89.68807488,5/7/17 8:37
25,38,-90,-89.38139986,5/7/17 8:37
26,34,-85.80861003,-85.31679751,5/7/17 8:37
11,35,-86.31404735,-84.60265632,5/7/17 8:37
12,36,-89.38139986,-89.07982737,5/7/17 8:37
13,38,-87.36959568,-85.31679751,5/7/17 8:37
14,41,-89.38139986,-89.68807488,5/7/17 8:37
15,35,-88.49141223,-87.36959568,5/7/17 8:37
16,32,-87.36959568,-86.57216784,5/7/17 8:37
17,37,-87.09981751,-85.0757165,5/7/17 8:37
18,43,-90,-90,5/7/17 8:37
19,42,-90,-87.09981751,5/7/17 8:37
20,42,-86.83405012,-86.31404735,5/7/17 8:37
21,41,-87.36959568,-85.31679751,5/7/17 8:37
22,39,-89.68807488,-87.36959568,5/7/17 8:37
23,39,-90,-89.68807488,5/7/17 8:37
24,33,-89.68807488,-89.07982737,5/7/17 8:37
25,32,-90,-89.38139986,5/7/17 8:37
26,28,-86.57216784,-85.56105804,5/7/17 8:37
11,29,-86.83405012,-85.56105804,5/7/17 8:37
12,30,-89.38139986,-88.20428693,5/7/17 8:37
13,31,-87.9216988,-85.31679751,5/7/17 8:37
14,36,-90,-89.07982737,5/7/17 8:37
15,30,-88.20428693,-86.57216784,5/7/17 8:37
16,28,-87.9216988,-86.31404735,5/7/17 8:37
17,32,-87.09981751,-85.56105804,5/7/17 8:37
18,38,-90,-90,5/7/17 8:37
19,37,-90,-88.49141223,5/7/17 8:37
20,37,-86.31404735,-84.83770528,5/7/17 8:37
21,38,-86.57216784,-85.80861003,5/7/17 8:37
22,38,-88.20428693,-88.49141223,5/7/17 8:37
23,41,-90,-89.07982737,5/7/17 8:37
24,36,-90,-88.78321235,5/7/17 8:37
25,36,-90,-89.68807488,5/7/17 8:37
26,31,-85.56105804,-85.0757165,5/7/17 8:37
11,34,-87.9216988,-86.57216784,5/7/17 8:37
12,33,-90,-90,5/7/17 8:37
13,33,-88.78321235,-86.05956766,5/7/17 8:37
14,36,-90,-89.07982737,5/7/17 8:37
15,29,-90,-89.68807488,5/7/17 8:37
16,22,-88.49141223,-86.57216784,5/7/17 8:37
17,22,-86.83405012,-85.80861003,5/7/17 8:37
18,28,-90,-90,5/7/17 8:37
19,28,-90,-90,5/7/17 8:37
20,28,-89.07982737,-87.09981751,5/7/17 8:37
21,23,-86.57216784,-86.05956766,5/7/17 8:37
22,25,-88.78321235,-87.36959568,5/7/17 8:37
23,28,-90,-90,5/7/17 8:37
24,25,-90,-88.78321235,5/7/17 8:37
25,25,-90,-89.68807488,5/7/17 8:37
26,25,-84.83770528,-84.60265632,5/7/17 8:37
11,29,-87.9216988,-86.83405012,5/7/17 8:37
12,28,-90,-88.78321235,5/7/17 8:37
13,28,-88.20428693,-87.09981751,5/7/17 8:37
14,32,-89.68807488,-87.64351265,5/7/17 8:37
15,30,-90,-90,5/7/17 8:37
16,24,-89.07982737,-87.09981751,5/7/17 8:37
17,23,-86.83405012,-86.05956766,5/7/17 8:37
18,29,-89.68807488,-89.38139986,5/7/17 8:37
19,30,-90,-89.07982737,5/7/17 8:37
20,30,-88.78321235,-87.36959568,5/7/17 8:37
21,25,-88.20428693,-87.64351265,5/7/17 8:37
22,25,-89.68807488,-87.64351265,5/7/17 8:37
23,26,-89.68807488,-90,5/7/17 8:37
24,22,-90,-89.38139986,5/7/17 8:37
25,21,-89.68807488,-89.68807488,5/7/17 8:37
26,22,-85.56105804,-84.83770528,5/7/17 8:37
11,28,-87.09981751,-86.05956766,5/7/17 8:37
12,27,-89.68807488,-89.07982737,5/7/17 8:37
13,27,-87.36959568,-87.36959568,5/7/17 8:37
14,33,-90,-87.9216988,5/7/17 8:37
15,30,-90,-89.68807488,5/7/17 8:37
16,25,-89.07982737,-87.64351265,5/7/17 8:37
17,27,-87.36959568,-85.56105804,5/7/17 8:37
18,32,-89.68807488,-89.38139986,5/7/17 8:37
19,33,-90,-89.38139986,5/7/17 8:37
20,32,-88.49141223,-87.64351265,5/7/17 8:37
21,28,-87.09981751,-85.56105804,5/7/17 8:37
22,28,-89.38139986,-87.9216988,5/7/17 8:37
23,29,-89.38139986,-89.07982737,5/7/17 8:37
24,25,-90,-88.78321235,5/7/17 8:37
25,25,-90,-90,5/7/17 8:37
26,25,-85.31679751,-85.0757165,5/7/17 8:37
11,30,-87.36959568,-85.31679751,5/7/17 8:37
12,30,-89.68807488,-88.49141223,5/7/17 8:37
13,30,-86.83405012,-86.05956766,5/7/17 8:38
14,37,-90,-89.38139986,5/7/17 8:38
15,33,-89.07982737,-87.36959568,5/7/17 8:38
16,29,-87.64351265,-86.31404735,5/7/17 8:38
17,33,-86.57216784,-85.80861003,5/7/17 8:38
18,38,-90,-90,5/7/17 8:38
19,38,-89.07982737,-88.78321235,5/7/17 8:38
20,40,-87.09981751,-86.05956766,5/7/17 8:38
21,39,-86.31404735,-85.56105804,5/7/17 8:38
22,40,-89.68807488,-88.49141223,5/7/17 8:38
23,40,-89.68807488,-90,5/7/17 8:38
24,34,-89.68807488,-90,5/7/17 8:38
25,35,-90,-89.68807488,5/7/17 8:38
26,33,-85.56105804,-85.31679751,5/7/17 8:38
11,35,-86.05956766,-84.60265632,5/7/17 8:38
12,36,-89.38139986,-88.20428693,5/7/17 8:38
13,37,-85.56105804,-85.31679751,5/7/17 8:38
14,43,-89.38139986,-89.38139986,5/7/17 8:38
15,38,-89.07982737,-87.64351265,5/7/17 8:38
16,34,-88.49141223,-85.0757165,5/7/17 8:38
17,36,-86.57216784,-86.05956766,5/7/17 8:38
18,42,-90,-90,5/7/17 8:38
19,41,-88.78321235,-87.9216988,5/7/17 8:38
20,45,-87.9216988,-86.31404735,5/7/17 8:38
21,42,-86.83405012,-86.05956766,5/7/17 8:38
22,41,-89.68807488,-89.38139986,5/7/17 8:38
23,40,-90,-89.07982737,5/7/17 8:38
24,32,-90,-89.38139986,5/7/17 8:38
25,31,-90,-89.68807488,5/7/17 8:38
26,28,-86.57216784,-84.83770528,5/7/17 8:38
11,31,-87.36959568,-85.80861003,5/7/17 8:38
12,30,-89.68807488,-88.78321235,5/7/17 8:38
13,31,-87.64351265,-84.83770528,5/7/17 8:38
14,33,-89.38139986,-88.78321235,5/7/17 8:38
15,30,-90,-87.64351265,5/7/17 8:38
16,24,-88.49141223,-85.80861003,5/7/17 8:38
17,26,-86.83405012,-84.60265632,5/7/17 8:38
18,33,-90,-89.68807488,5/7/17 8:38
19,33,-89.07982737,-87.36959568,5/7/17 8:38
20,35,-87.09981751,-86.05956766,5/7/17 8:38
21,35,-86.05956766,-85.31679751,5/7/17 8:38
22,36,-89.68807488,-87.09981751,5/7/17 8:38
23,36,-89.68807488,-88.49141223,5/7/17 8:38
24,32,-89.07982737,-90,5/7/17 8:38
25,33,-90,-89.68807488,5/7/17 8:38
26,33,-84.14102596,-84.37046428,5/7/17 8:38
11,37,-86.05956766,-85.31679751,5/7/17 8:38
12,38,-89.68807488,-89.07982737,5/7/17 8:38
13,39,-86.83405012,-84.83770528,5/7/17 8:38
14,43,-89.68807488,-89.68807488,5/7/17 8:38
15,38,-89.07982737,-87.64351265,5/7/17 8:38
16,33,-87.36959568,-86.31404735,5/7/17 8:38
17,38,-86.31404735,-86.31404735,5/7/17 8:38
18,44,-90,-89.68807488,5/7/17 8:38
19,42,-90,-90,5/7/17 8:38
20,42,-88.49141223,-87.09981751,5/7/17 8:38
21,37,-88.49141223,-86.31404735,5/7/17 8:38
22,33,-89.68807488,-87.9216988,5/7/17 8:38
23,33,-89.68807488,-89.68807488,5/7/17 8:38
24,28,-90,-89.38139986,5/7/17 8:38
25,27,-89.68807488,-90,5/7/17 8:38
26,25,-85.0757165,-84.60265632,5/7/17 8:38
11,28,-88.49141223,-87.36959568,5/7/17 8:38
12,24,-90,-89.38139986,5/7/17 8:38
13,24,-89.07982737,-86.83405012,5/7/17 8:38
14,27,-90,-90,5/7/17 8:38
15,23,-90,-89.38139986,5/7/17 8:38
16,19,-89.68807488,-87.36959568,5/7/17 8:38
17,19,-87.64351265,-86.57216784,5/7/17 8:38
18,24,-90,-90,5/7/17 8:38
19,24,-90,-89.38139986,5/7/17 8:38
20,23,-89.07982737,-87.36959568,5/7/17 8:38
21,17,-88.49141223,-87.09981751,5/7/17 8:38
22,17,-89.68807488,-89.07982737,5/7/17 8:38
23,18,-90,-89.68807488,5/7/17 8:38
24,16,-90,-89.38139986,5/7/17 8:38
25,16,-89.68807488,-89.38139986,5/7/17 8:38
26,16,-85.31679751,-84.83770528,5/7/17 8:38
11,23,-89.07982737,-87.9216988,5/7/17 8:38
12,21,-90,-90,5/7/17 8:38
13,21,-88.20428693,-88.20428693,5/7/17 8:38
14,25,-90,-89.68807488,5/7/17 8:38
15,22,-90,-89.68807488,5/7/17 8:38
16,19,-88.78321235,-87.9216988,5/7/17 8:38
17,21,-87.64351265,-86.57216784,5/7/17 8:38
18,26,-90,-90,5/7/17 8:38
19,26,-90,-89.68807488,5/7/17 8:38
20,25,-89.07982737,-87.64351265,5/7/17 8:38
21,20,-89.07982737,-88.20428693,5/7/17 8:38
22,20,-89.38139986,-88.78321235,5/7/17 8:38
23,22,-89.68807488,-89.68807488,5/7/17 8:38
24,18,-89.38139986,-88.78321235,5/7/17 8:38
25,20,-90,-90,5/7/17 8:38
26,20,-85.80861003,-84.37046428,5/7/17 8:38
11,24,-88.49141223,-86.31404735,5/7/17 8:38
12,23,-90,-89.38139986,5/7/17 8:38
13,23,-88.20428693,-87.64351265,5/7/17 8:38
14,27,-90,-89.07982737,5/7/17 8:38
15,25,-90,-89.68807488,5/7/17 8:38
16,22,-89.38139986,-88.78321235,5/7/17 8:38
17,22,-87.64351265,-86.57216784,5/7/17 8:38
18,27,-90,-90,5/7/17 8:38
19,25,-89.68807488,-90,5/7/17 8:38
20,26,-87.36959568,-87.09981751,5/7/17 8:38
21,24,-86.83405012,-85.80861003,5/7/17 8:38
22,27,-89.38139986,-88.20428693,5/7/17 8:38
23,28,-89.07982737,-89.68807488,5/7/17 8:38
24,27,-90,-89.07982737,5/7/17 8:38
25,27,-90,-90,5/7/17 8:38
26,27,-85.31679751,-85.31679751,5/7/17 8:38
11,33,-86.57216784,-85.31679751,5/7/17 8:38
12,34,-90,-89.07982737,5/7/17 8:38
13,34,-87.36959568,-85.0757165,5/7/17 8:39
14,39,-89.68807488,-88.78321235,5/7/17 8:39
15,34,-89.38139986,-87.9216988,5/7/17 8:39
16,29,-89.07982737,-86.05956766,5/7/17 8:39
17,30,-86.83405012,-86.05956766,5/7/17 8:39
18,34,-90,-89.68807488,5/7/17 8:39
19,34,-89.68807488,-88.49141223,5/7/17 8:39
20,35,-87.64351265,-85.80861003,5/7/17 8:39
21,33,-86.83405012,-86.31404735,5/7/17 8:39
22,32,-88.49141223,-88.49141223,5/7/17 8:39
23,36,-89.68807488,-90,5/7/17 8:39
24,31,-90,-89.68807488,5/7/17 8:39
25,30,-90,-89.68807488,5/7/17 8:39
26,29,-85.56105804,-84.60265632,5/7/17 8:39
11,34,-86.05956766,-85.31679751,5/7/17 8:39
12,35,-90,-89.68807488,5/7/17 8:39
13,35,-87.09981751,-86.57216784,5/7/17 8:39
14,40,-90,-88.78321235,5/7/17 8:39
15,35,-89.38139986,-88.78321235,5/7/17 8:39
16,30,-87.9216988,-86.05956766,5/7/17 8:39
17,31,-86.57216784,-85.56105804,5/7/17 8:39
18,37,-89.38139986,-90,5/7/17 8:39
19,39,-89.68807488,-88.49141223,5/7/17 8:39
20,39,-87.64351265,-86.05956766,5/7/17 8:39
21,37,-86.57216784,-86.57216784,5/7/17 8:39
22,36,-88.78321235,-87.64351265,5/7/17 8:39
23,40,-90,-89.68807488,5/7/17 8:39
24,33,-89.68807488,-89.38139986,5/7/17 8:39
25,34,-90,-89.68807488,5/7/17 8:39
26,33,-85.31679751,-84.83770528,5/7/17 8:39
11,36,-86.05956766,-84.83770528,5/7/17 8:39
12,36,-89.38139986,-88.20428693,5/7/17 8:39
13,36,-86.31404735,-85.0757165,5/7/17 8:39
14,42,-89.68807488,-89.68807488,5/7/17 8:39
15,38,-89.68807488,-88.78321235,5/7/17 8:39
16,32,-87.9216988,-85.80861003,5/7/17 8:39
17,34,-87.36959568,-85.31679751,5/7/17 8:39
18,40,-89.68807488,-89.68807488,5/7/17 8:39
19,40,-89.07982737,-88.49141223,5/7/17 8:39
20,42,-87.64351265,-86.83405012,5/7/17 8:39
21,39,-85.56105804,-86.31404735,5/7/17 8:39
22,40,-89.38139986,-88.49141223,5/7/17 8:39
23,40,-90,-89.68807488,5/7/17 8:39
24,33,-89.68807488,-88.78321235,5/7/17 8:39
25,33,-90,-89.38139986,5/7/17 8:39
26,32,-85.80861003,-85.0757165,5/7/17 8:39
11,35,-89.07982737,-87.9216988,5/7/17 8:39
12,31,-90,-90,5/7/17 8:39
13,30,-90,-88.78321235,5/7/17 8:39
14,28,-90,-90,5/7/17 8:39
15,23,-90,-89.68807488,5/7/17 8:39
16,15,-89.07982737,-87.9216988,5/7/17 8:39
17,16,-87.9216988,-87.09981751,5/7/17 8:39
18,20,-90,-89.38139986,5/7/17 8:39
19,20,-90,-90,5/7/17 8:39
20,20,-89.68807488,-88.49141223,5/7/17 8:39
21,13,-90,-88.78321235,5/7/17 8:39
22,10,-89.38139986,-87.9216988,5/7/17 8:39
23,12,-90,-90,5/7/17 8:39
24,12,-90,-89.07982737,5/7/17 8:39
25,12,-89.68807488,-89.68807488,5/7/17 8:39
26,13,-84.83770528,-84.14102596,5/7/17 8:39
11,19,-89.07982737,-86.57216784,5/7/17 8:39
12,16,-90,-90,5/7/17 8:39
13,16,-89.38139986,-87.9216988,5/7/17 8:39
14,18,-90,-90,5/7/17 8:39
15,17,-90,-90,5/7/17 8:39
16,17,-88.20428693,-87.64351265,5/7/17 8:39
17,20,-88.78321235,-86.83405012,5/7/17 8:39
18,23,-90,-89.68807488,5/7/17 8:39
19,23,-90,-88.78321235,5/7/17 8:39
20,22,-89.68807488,-87.9216988,5/7/17 8:39
21,15,-89.38139986,-87.9216988,5/7/17 8:39
22,14,-88.78321235,-90,5/7/17 8:39
23,17,-90,-90,5/7/17 8:39
24,15,-89.68807488,-90,5/7/17 8:39
25,16,-90,-89.38139986,5/7/17 8:39
26,16,-85.31679751,-85.31679751,5/7/17 8:39
11,20,-88.20428693,-86.57216784,5/7/17 8:39
12,21,-90,-90,5/7/17 8:39
13,21,-89.68807488,-87.64351265,5/7/17 8:39
14,22,-90,-90,5/7/17 8:39
15,21,-90,-90,5/7/17 8:39
16,19,-90,-88.78321235,5/7/17 8:39
17,16,-88.20428693,-86.31404735,5/7/17 8:39
18,21,-90,-90,5/7/17 8:39
19,20,-89.68807488,-90,5/7/17 8:39
20,21,-89.68807488,-87.9216988,5/7/17 8:39
21,14,-89.38139986,-88.20428693,5/7/17 8:39
22,11,-88.78321235,-88.49141223,5/7/17 8:39
23,14,-90,-90,5/7/17 8:39
24,13,-89.68807488,-88.49141223,5/7/17 8:39
25,14,-90,-89.38139986,5/7/17 8:39
26,14,-85.56105804,-84.37046428,5/7/17 8:39
11,22,-87.36959568,-86.05956766,5/7/17 8:39
12,23,-90,-90,5/7/17 8:39
13,23,-88.20428693,-86.05956766,5/7/17 8:39
14,27,-89.68807488,-89.07982737,5/7/17 8:39
15,27,-90,-90,5/7/17 8:39
16,25,-87.64351265,-87.64351265,5/7/17 8:39
17,27,-87.09981751,-86.31404735,5/7/17 8:39
18,33,-90,-89.38139986,5/7/17 8:39
19,32,-89.68807488,-88.78321235,5/7/17 8:39
20,33,-87.9216988,-86.83405012,5/7/17 8:39
21,30,-87.36959568,-87.09981751,5/7/17 8:39
22,30,-89.07982737,-89.07982737,5/7/17 8:39
23,33,-90,-90,5/7/17 8:39
24,29,-90,-89.07982737,5/7/17 8:39
25,28,-89.68807488,-90,5/7/17 8:39
26,29,-84.83770528,-84.14102596,5/7/17 8:39
11,31,-87.36959568,-85.80861003,5/7/17 8:39
12,31,-90,-88.78321235,5/7/17 8:39
13,31,-88.20428693,-86.31404735,5/7/17 8:40
14,35,-89.38139986,-89.68807488,5/7/17 8:40
15,31,-89.68807488,-89.68807488,5/7/17 8:40
16,26,-89.07982737,-87.9216988,5/7/17 8:40
17,26,-86.57216784,-85.31679751,5/7/17 8:40
18,33,-89.68807488,-89.68807488,5/7/17 8:40
19,34,-89.38139986,-89.07982737,5/7/17 8:40
20,35,-87.9216988,-87.09981751,5/7/17 8:40
21,32,-87.64351265,-86.83405012,5/7/17 8:40
22,31,-89.07982737,-88.20428693,5/7/17 8:40
23,34,-90,-89.38139986,5/7/17 8:40
24,29,-90,-89.38139986,5/7/17 8:40
25,28,-90,-89.68807488,5/7/17 8:40
26,27,-85.31679751,-84.14102596,5/7/17 8:40
11,32,-86.57216784,-86.05956766,5/7/17 8:40
12,32,-89.68807488,-88.20428693,5/7/17 8:40
13,32,-87.9216988,-87.09981751,5/7/17 8:40
14,35,-89.68807488,-89.38139986,5/7/17 8:40
15,31,-89.68807488,-89.07982737,5/7/17 8:40
16,27,-88.20428693,-87.36959568,5/7/17 8:40
17,29,-87.36959568,-85.0757165,5/7/17 8:40
18,35,-90,-89.68807488,5/7/17 8:40
19,35,-90,-88.78321235,5/7/17 8:40
20,35,-86.83405012,-86.57216784,5/7/17 8:40
21,33,-87.36959568,-86.05956766,5/7/17 8:40
22,32,-89.38139986,-87.64351265,5/7/17 8:40
23,33,-90,-89.38139986,5/7/17 8:40
24,28,-89.68807488,-89.38139986,5/7/17 8:40
25,28,-90,-89.38139986,5/7/17 8:40
26,27,-84.37046428,-84.83770528,5/7/17 8:40
11,31,-87.09981751,-86.31404735,5/7/17 8:40
12,32,-89.07982737,-89.07982737,5/7/17 8:40
13,34,-87.36959568,-85.56105804,5/7/17 8:40
14,40,-89.38139986,-89.07982737,5/7/17 8:40
15,35,-89.68807488,-89.68807488,5/7/17 8:40
16,30,-87.09981751,-87.09981751,5/7/17 8:40
17,35,-87.09981751,-84.60265632,5/7/17 8:40
18,41,-90,-89.68807488,5/7/17 8:40
19,40,-89.68807488,-89.38139986,5/7/17 8:40
20,41,-89.38139986,-88.20428693,5/7/17 8:40
21,34,-89.38139986,-89.68807488,5/7/17 8:40
22,30,-90,-88.78321235,5/7/17 8:40
23,27,-90,-90,5/7/17 8:40
24,21,-89.38139986,-89.38139986,5/7/17 8:40
25,21,-90,-89.07982737,5/7/17 8:40
26,21,-85.80861003,-85.31679751,5/7/17 8:40
11,22,-88.20428693,-87.64351265,5/7/17 8:40
12,20,-90,-90,5/7/17 8:40
13,20,-90,-89.07982737,5/7/17 8:40
14,19,-90,-89.68807488,5/7/17 8:40
15,18,-90,-90,5/7/17 8:40
16,16,-89.38139986,-87.36959568,5/7/17 8:40
17,18,-87.64351265,-86.31404735,5/7/17 8:40
18,23,-90,-90,5/7/17 8:40
19,21,-90,-90,5/7/17 8:40
20,21,-89.68807488,-89.07982737,5/7/17 8:40
21,14,-89.68807488,-89.38139986,5/7/17 8:40
22,11,-90,-89.38139986,5/7/17 8:40
23,11,-90,-90,5/7/17 8:40
24,11,-89.38139986,-89.07982737,5/7/17 8:40
25,13,-90,-90,5/7/17 8:40
26,13,-84.83770528,-85.0757165,5/7/17 8:40
11,19,-89.38139986,-88.49141223,5/7/17 8:40
12,16,-90,-90,5/7/17 8:40
13,16,-90,-89.68807488,5/7/17 8:40
14,16,-90,-90,5/7/17 8:40
15,15,-90,-90,5/7/17 8:40
16,14,-89.07982737,-87.9216988,5/7/17 8:40
17,16,-87.9216988,-86.31404735,5/7/17 8:40
18,21,-90,-89.68807488,5/7/17 8:40
19,19,-90,-88.78321235,5/7/17 8:40
20,19,-90,-89.38139986,5/7/17 8:40
21,11,-89.68807488,-89.07982737,5/7/17 8:40
22,10,-90,-89.68807488,5/7/17 8:40
24,10,-89.38139986,-89.38139986,5/7/17 8:40
25,12,-90,-89.07982737,5/7/17 8:40
26,12,-86.57216784,-84.37046428,5/7/17 8:40
11,19,-89.38139986,-87.9216988,5/7/17 8:40
12,18,-90,-89.68807488,5/7/17 8:40
13,13,-89.68807488,-88.49141223,5/7/17 8:40
14,14,-90,-89.38139986,5/7/17 8:40
15,14,-90,-90,5/7/17 8:40
16,14,-88.20428693,-87.64351265,5/7/17 8:40
17,18,-87.36959568,-87.36959568,5/7/17 8:40
18,23,-90,-90,5/7/17 8:40
19,22,-90,-89.68807488,5/7/17 8:40
20,22,-90,-90,5/7/17 8:40
21,15,-89.38139986,-88.78321235,5/7/17 8:40
