Channel,LQE,UpLink Power,Downlink Power,Time
17,55,-82.60383794,-80.96610072,10:58:19
18,64,-81.56785393,-80.57195378,10:58:19
19,67,-80.37677824,-79.22825074,10:58:19
20,68,-78.66581039,-77.37438302,10:58:19
21,70,-81.36576939,-80.96610072,10:58:19
22,74,-86.31404735,-84.83770528,10:58:23
23,73,-90,-90,10:58:23
24,64,-86.31404735,-84.14102596,10:58:24
25,70,-84.83770528,-84.37046428,10:58:24
26,78,-85.31679751,-83.69000841,10:58:24
11,78,-89.07982737,-86.57216784,10:58:24
12,71,-85.31679751,-83.91424032,10:58:24
13,70,-83.91424032,-81.56785393,10:58:27
14,70,-90,-88.20428693,10:58:27
15,61,-90,-90,10:58:27
16,52,-86.57216784,-84.83770528,10:58:27
17,51,-82.39296693,-81.36576939,10:58:27
18,60,-80.37677824,-79.04002478,10:58:27
19,62,-81.16520939,-79.22825074,10:58:27
20,63,-79.22825074,-77.74099213,10:58:27
21,64,-81.77153806,-80.37677824,10:58:27
22,71,-85.31679751,-83.24882053,10:58:27
23,71,-90,-90,10:58:27
24,62,-85.80861003,-84.14102596,10:58:27
25,70,-86.05956766,-83.69000841,10:58:27
26,77,-84.83770528,-83.91424032,10:58:27
11,78,-88.20428693,-88.20428693,10:58:27
12,74,-85.0757165,-83.91424032,10:58:27
13,73,-83.69000841,-82.18401476,10:58:36
14,72,-89.38139986,-87.9216988,10:58:36
15,65,-90,-90,10:58:36
16,56,-84.60265632,-83.24882053,10:58:36
17,56,-81.77153806,-80.57195378,10:58:36
18,65,-80.37677824,-79.04002478,10:58:36
19,67,-80.57195378,-79.60721041,10:58:36
20,69,-78.10932046,-77.00916618,10:58:36
21,70,-80.57195378,-79.79805712,10:58:36
22,75,-84.60265632,-84.37046428,10:58:36
23,75,-90,-90,10:58:36
24,66,-86.05956766,-85.56105804,10:58:36
25,72,-85.80861003,-85.56105804,10:58:36
26,79,-84.60265632,-83.4682334,10:58:36
11,79,-87.9216988,-85.0757165,10:58:36
12,75,-84.60265632,-84.37046428,10:58:36
13,74,-83.0316771,-81.56785393,10:58:44
14,74,-89.68807488,-88.78321235,10:58:44
15,66,-90,-90,10:58:44
16,57,-85.0757165,-83.24882053,10:58:44
17,56,-81.97689872,-80.37677824,10:58:44
18,65,-80.18277945,-78.29423799,10:58:44
19,67,-80.57195378,-79.22825074,10:58:44
20,69,-78.85256213,-77.55749366,10:58:44
21,70,-81.36576939,-79.98989323,10:58:44
22,74,-85.31679751,-83.4682334,10:58:44
23,73,-90,-90,10:58:44
24,64,-85.31679751,-83.91424032,10:58:44
25,72,-87.64351265,-86.31404735,10:58:50
26,77,-86.57216784,-85.31679751,10:58:50
11,76,-90,-88.49141223,10:58:50
12,67,-86.05956766,-84.37046428,10:58:50
13,65,-83.69000841,-82.39296693,10:58:53
14,64,-88.49141223,-88.49141223,10:58:53
15,59,-90,-90,10:58:53
16,50,-84.37046428,-83.24882053,10:58:53
17,50,-82.39296693,-80.57195378,10:58:53
18,59,-79.98989323,-78.85256213,10:58:53
19,61,-80.96610072,-79.04002478,10:58:53
20,64,-79.04002478,-77.1916201,10:58:53
21,67,-81.36576939,-80.76837203,10:58:53
22,76,-84.14102596,-84.60265632,10:58:53
23,77,-90,-90,10:58:53
24,68,-84.83770528,-83.69000841,10:58:53
25,73,-87.36959568,-87.64351265,10:58:53
26,78,-86.05956766,-85.0757165,10:58:53
11,77,-89.68807488,-86.57216784,10:58:53
12,69,-84.60265632,-83.91424032,10:58:53
13,69,-83.4682334,-81.56785393,10:59:01
14,68,-88.78321235,-88.78321235,10:59:01
15,62,-90,-90,10:59:01
16,53,-85.0757165,-83.69000841,10:59:01
17,53,-81.77153806,-80.76837203,10:59:01
18,62,-80.57195378,-78.85256213,10:59:01
19,63,-80.57195378,-78.66581039,10:59:01
20,66,-79.22825074,-77.55749366,10:59:01
21,68,-80.76837203,-79.60721041,10:59:01
22,76,-85.0757165,-83.69000841,10:59:01
23,76,-90,-90,10:59:01
24,67,-85.56105804,-83.69000841,10:59:01
25,72,-87.64351265,-85.80861003,10:59:01
26,77,-85.80861003,-84.37046428,10:59:01
11,76,-89.68807488,-87.36959568,10:59:01
12,68,-85.56105804,-84.14102596,10:59:01
13,67,-83.4682334,-82.60383794,10:59:09
14,67,-88.78321235,-87.64351265,10:59:09
15,61,-90,-90,10:59:09
16,51,-85.56105804,-83.91424032,10:59:09
17,51,-81.36576939,-80.18277945,10:59:09
18,60,-79.98989323,-78.29423799,10:59:09
19,62,-79.98989323,-78.66581039,10:59:09
20,65,-79.04002478,-77.55749366,10:59:09
21,67,-80.96610072,-79.22825074,10:59:09
22,75,-84.14102596,-82.60383794,10:59:09
23,76,-90,-90,10:59:09
24,67,-84.83770528,-85.56105804,10:59:09
25,72,-87.36959568,-86.83405012,10:59:09
26,78,-84.60265632,-83.91424032,10:59:09
11,79,-87.9216988,-87.09981751,10:59:17
12,74,-85.56105804,-83.91424032,10:59:17
13,73,-83.69000841,-81.97689872,10:59:18
14,73,-88.49141223,-86.83405012,10:59:18
15,67,-90,-90,10:59:18
16,58,-87.09981751,-84.60265632,10:59:20
17,56,-81.97689872,-80.37677824,10:59:20
18,65,-80.57195378,-79.60721041,10:59:20
19,66,-80.96610072,-78.85256213,10:59:20
20,69,-78.66581039,-77.37438302,10:59:20
21,70,-80.57195378,-80.18277945,10:59:20
22,74,-84.14102596,-82.81671245,10:59:20
23,75,-90,-90,10:59:20
24,66,-85.56105804,-83.91424032,10:59:20
25,70,-85.56105804,-84.60265632,10:59:20
26,78,-85.56105804,-85.0757165,10:59:20
11,79,-88.78321235,-86.57216784,10:59:20
12,74,-85.80861003,-84.37046428,10:59:20
13,72,-83.24882053,-81.56785393,10:59:26
14,72,-89.38139986,-87.09981751,10:59:27
15,64,-90,-90,10:59:27
16,55,-86.31404735,-85.0757165,10:59:28
17,54,-82.81671245,-81.56785393,10:59:28
18,63,-81.36576939,-80.96610072,10:59:28
19,64,-80.37677824,-79.04002478,10:59:28
20,65,-78.66581039,-77.92492003,10:59:28
21,67,-80.76837203,-79.22825074,10:59:28
22,73,-84.60265632,-83.4682334,10:59:28
23,73,-90,-90,10:59:28
24,65,-86.83405012,-85.56105804,10:59:28
25,69,-87.64351265,-86.05956766,10:59:28
26,75,-85.56105804,-84.37046428,10:59:28
11,75,-88.49141223,-86.57216784,10:59:28
12,70,-84.83770528,-83.69000841,10:59:28
13,69,-83.24882053,-81.77153806,10:59:35
14,69,-89.68807488,-89.38139986,10:59:35
15,61,-90,-90,10:59:35
16,52,-85.80861003,-83.91424032,10:59:35
17,51,-82.39296693,-80.57195378,10:59:35
18,60,-81.16520939,-79.79805712,10:59:35
19,62,-80.76837203,-79.41729406,10:59:35
20,66,-78.85256213,-77.37438302,10:59:35
21,68,-80.96610072,-79.04002478,10:59:35
22,73,-85.31679751,-83.4682334,10:59:35
23,73,-90,-90,10:59:35
24,64,-86.57216784,-85.80861003,10:59:35
25,70,-85.0757165,-85.31679751,10:59:35
26,78,-85.0757165,-83.4682334,10:59:35
11,78,-87.9216988,-85.31679751,10:59:35
12,74,-86.57216784,-83.4682334,10:59:35
13,72,-83.24882053,-81.97689872,10:59:43
14,72,-88.78321235,-87.36959568,10:59:43
15,66,-90,-90,10:59:43
16,57,-85.80861003,-84.14102596,10:59:43
17,56,-81.97689872,-81.56785393,10:59:46
18,65,-80.96610072,-79.98989323,10:59:46
19,68,-80.76837203,-79.41729406,10:59:46
20,69,-78.85256213,-77.92492003,10:59:47
21,70,-81.16520939,-79.04002478,10:59:47
22,74,-84.60265632,-84.37046428,10:59:47
23,75,-90,-90,10:59:47
24,67,-85.31679751,-84.37046428,10:59:47
25,71,-88.78321235,-87.09981751,10:59:50
26,75,-86.83405012,-84.83770528,10:59:50
11,73,-88.20428693,-85.56105804,10:59:50
12,69,-84.83770528,-83.4682334,10:59:50
13,68,-82.60383794,-82.18401476,10:59:52
14,68,-89.07982737,-87.09981751,10:59:52
15,61,-90,-90,10:59:52
16,52,-86.57216784,-86.05956766,10:59:52
17,50,-81.97689872,-80.18277945,10:59:52
18,59,-80.76837203,-80.37677824,10:59:52
19,61,-80.96610072,-78.85256213,10:59:52
20,67,-79.41729406,-77.92492003,10:59:52
21,69,-81.77153806,-80.18277945,10:59:52
22,74,-85.31679751,-83.24882053,10:59:52
23,74,-90,-90,10:59:52
24,65,-86.83405012,-84.60265632,10:59:52
25,69,-87.64351265,-87.64351265,10:59:52
26,74,-87.09981751,-85.31679751,10:59:59
11,73,-87.9216988,-85.31679751,10:59:59
12,69,-85.0757165,-82.39296693,10:59:59
13,68,-83.69000841,-81.77153806,11:00:00
14,68,-88.49141223,-87.36959568,11:00:00
16,62,-84.60265632,-84.14102596,11:00:00
17,62,-82.18401476,-80.57195378,11:00:00
18,63,-81.36576939,-80.37677824,11:00:00
19,72,-79.98989323,-78.10932046,11:00:00
20,75,-79.41729406,-78.10932046,11:00:00
21,78,-81.77153806,-79.60721041,11:00:00
22,81,-84.37046428,-83.4682334,11:00:00
23,85,-90,-90,11:00:00
24,77,-86.31404735,-85.0757165,11:00:06
25,75,-87.64351265,-86.57216784,11:00:06
26,77,-86.31404735,-85.0757165,11:00:07
11,75,-86.83405012,-86.31404735,11:00:08
12,73,-84.37046428,-83.4682334,11:00:08
13,72,-82.81671245,-81.36576939,11:00:09
14,72,-89.07982737,-86.83405012,11:00:09
15,65,-90,-90,11:00:09
16,56,-85.0757165,-83.4682334,11:00:09
17,56,-82.60383794,-81.36576939,11:00:09
18,65,-81.36576939,-79.04002478,11:00:09
19,67,-80.76837203,-78.66581039,11:00:09
20,71,-79.60721041,-78.10932046,11:00:09
21,73,-80.96610072,-79.60721041,11:00:09
22,75,-84.83770528,-83.4682334,11:00:09
23,75,-90,-90,11:00:09
24,66,-86.57216784,-84.83770528,11:00:09
25,70,-87.64351265,-86.83405012,11:00:09
26,76,-87.09981751,-86.05956766,11:00:16
11,74,-88.78321235,-87.36959568,11:00:16
12,68,-86.05956766,-83.91424032,11:00:16
13,66,-82.81671245,-82.39296693,11:00:17
14,66,-89.07982737,-88.20428693,11:00:17
15,60,-90,-90,11:00:17
16,51,-85.80861003,-83.91424032,11:00:17
17,50,-82.60383794,-80.96610072,11:00:17
18,59,-80.37677824,-79.22825074,11:00:17
19,61,-80.96610072,-79.79805712,11:00:17
20,65,-79.60721041,-77.92492003,11:00:17
21,68,-80.18277945,-79.60721041,11:00:17
22,74,-85.80861003,-85.31679751,11:00:17
23,74,-90,-90,11:00:17
24,65,-84.83770528,-84.83770528,11:00:17
25,71,-86.83405012,-85.80861003,11:00:17
26,77,-86.31404735,-84.37046428,11:00:24
11,77,-89.38139986,-87.36959568,11:00:24
12,70,-85.56105804,-84.37046428,11:00:24
13,68,-83.4682334,-82.18401476,11:00:26
14,68,-89.68807488,-89.07982737,11:00:26
16,60,-85.0757165,-83.69000841,11:00:26
17,59,-82.39296693,-81.16520939,11:00:26
18,60,-80.76837203,-79.22825074,11:00:26
19,69,-79.60721041,-77.74099213,11:00:26
20,70,-79.04002478,-77.74099213,11:00:26
21,73,-81.56785393,-79.22825074,11:00:26
22,75,-84.14102596,-83.24882053,11:00:26
23,82,-90,-90,11:00:26
24,74,-86.31404735,-84.83770528,11:00:32
25,72,-87.9216988,-87.09981751,11:00:32
26,76,-87.09981751,-83.91424032,11:00:33
11,74,-89.68807488,-87.64351265,11:00:33
12,66,-85.31679751,-83.69000841,11:00:33
13,65,-82.81671245,-81.16520939,11:00:34
14,65,-89.38139986,-88.49141223,11:00:34
15,57,-90,-90,11:00:34
16,48,-86.05956766,-84.60265632,11:00:34
17,47,-82.18401476,-80.18277945,11:00:34
18,56,-80.96610072,-79.60721041,11:00:34
19,58,-80.96610072,-79.41729406,11:00:34
20,62,-78.66581039,-77.55749366,11:00:34
21,65,-80.96610072,-79.04002478,11:00:34
22,73,-85.0757165,-83.69000841,11:00:34
23,74,-90,-90,11:00:34
24,65,-86.57216784,-84.60265632,11:00:34
25,70,-87.9216988,-87.09981751,11:00:41
26,75,-87.64351265,-85.80861003,11:00:41
11,73,-87.9216988,-84.83770528,11:00:41
12,69,-85.56105804,-83.91424032,11:00:41
13,67,-82.60383794,-81.36576939,11:00:43
14,67,-87.36959568,-85.31679751,11:00:43
15,64,-90,-90,11:00:43
16,55,-86.05956766,-83.69000841,11:00:43
17,54,-82.18401476,-81.16520939,11:00:43
18,63,-81.16520939,-79.41729406,11:00:43
19,65,-80.37677824,-78.47971875,11:00:43
20,69,-79.41729406,-77.74099213,11:00:43
21,73,-81.56785393,-79.98989323,11:00:43
22,77,-84.37046428,-82.81671245,11:00:43
23,78,-90,-90,11:00:43
24,69,-86.31404735,-86.05956766,11:00:49
25,70,-89.68807488,-88.49141223,11:00:49
26,71,-87.36959568,-85.31679751,11:00:49
11,70,-88.20428693,-85.56105804,11:00:49
12,65,-85.56105804,-83.91424032,11:00:49
13,64,-83.24882053,-81.97689872,11:00:51
14,63,-89.38139986,-87.9216988,11:00:51
15,56,-90,-90,11:00:51
16,47,-85.31679751,-83.69000841,11:00:51
17,46,-83.69000841,-82.60383794,11:00:51
18,55,-81.56785393,-79.79805712,11:00:51
19,57,-80.76837203,-79.60721041,11:00:51
20,65,-80.76837203,-78.47971875,11:00:51
21,69,-81.16520939,-80.57195378,11:00:51
22,73,-86.57216784,-83.91424032,11:00:51
23,72,-90,-90,11:00:51
24,64,-86.31404735,-84.83770528,11:00:57
25,69,-89.68807488,-88.20428693,11:00:57
26,70,-87.09981751,-87.36959568,11:00:58
11,68,-88.78321235,-86.83405012,11:00:58
12,62,-85.56105804,-83.4682334,11:00:58
13,61,-83.0316771,-81.56785393,11:01:00
14,61,-88.78321235,-87.36959568,11:01:00
15,55,-90,-90,11:01:00
16,46,-87.09981751,-85.31679751,11:01:01
17,45,-82.18401476,-80.57195378,11:01:01
18,54,-80.76837203,-78.47971875,11:01:01
19,56,-80.18277945,-79.60721041,11:01:01
20,65,-79.41729406,-77.92492003,11:01:01
21,68,-81.16520939,-79.60721041,11:01:01
22,73,-85.0757165,-84.14102596,11:01:01
23,74,-90,-90,11:01:01
24,65,-85.0757165,-84.83770528,11:01:01
25,70,-88.20428693,-87.36959568,11:01:01
26,74,-86.83405012,-86.31404735,11:01:07
11,75,-89.38139986,-86.83405012,11:01:07
12,67,-85.31679751,-83.91424032,11:01:07
13,66,-82.81671245,-81.77153806,11:01:08
14,66,-89.07982737,-87.9216988,11:01:08
15,59,-90,-90,11:01:08
16,50,-85.80861003,-83.91424032,11:01:08
17,50,-82.60383794,-82.18401476,11:01:08
18,59,-80.96610072,-78.85256213,11:01:08
19,60,-80.76837203,-79.79805712,11:01:08
20,64,-79.79805712,-78.10932046,11:01:08
21,67,-82.39296693,-79.98989323,11:01:08
22,74,-84.83770528,-83.69000841,11:01:08
23,74,-90,-90,11:01:08
24,66,-86.05956766,-85.56105804,11:01:08
25,70,-86.57216784,-86.57216784,11:01:08
26,77,-87.64351265,-86.05956766,11:01:08
11,75,-88.20428693,-85.56105804,11:01:08
12,70,-86.57216784,-83.24882053,11:01:08
13,68,-83.0316771,-81.56785393,11:01:17
14,68,-89.38139986,-88.20428693,11:01:17
15,61,-90,-90,11:01:17
16,52,-85.80861003,-84.37046428,11:01:17
17,51,-82.39296693,-80.96610072,11:01:17
18,60,-80.37677824,-78.85256213,11:01:17
19,62,-80.37677824,-79.22825074,11:01:17
20,64,-79.22825074,-77.55749366,11:01:17
21,68,-81.16520939,-80.18277945,11:01:17
22,72,-85.0757165,-84.37046428,11:01:17
23,74,-90,-90,11:01:17
24,65,-85.56105804,-84.83770528,11:01:17
25,71,-88.20428693,-87.64351265,11:01:17
26,75,-85.56105804,-85.31679751,11:01:17
11,75,-87.9216988,-86.31404735,11:01:24
12,71,-86.31404735,-85.80861003,11:01:25
13,69,-83.0316771,-81.56785393,11:01:25
14,69,-89.38139986,-89.38139986,11:01:25
15,62,-90,-89.38139986,11:01:25
16,53,-86.05956766,-84.60265632,11:01:25
17,52,-82.81671245,-81.36576939,11:01:25
18,61,-80.57195378,-79.60721041,11:01:25
19,62,-81.56785393,-80.37677824,11:01:25
20,67,-79.41729406,-77.74099213,11:01:25
21,68,-81.36576939,-80.57195378,11:01:25
22,72,-85.0757165,-83.91424032,11:01:25
23,73,-90,-90,11:01:25
24,64,-84.60265632,-84.37046428,11:01:25
25,71,-87.64351265,-86.57216784,11:01:25
26,76,-86.31404735,-85.31679751,11:01:32
11,76,-88.20428693,-86.05956766,11:01:32
12,72,-86.31404735,-84.37046428,11:01:33
13,70,-83.24882053,-81.36576939,11:01:34
14,69,-88.20428693,-88.49141223,11:01:34
15,65,-90,-90,11:01:34
16,56,-85.56105804,-83.69000841,11:01:34
17,55,-82.18401476,-80.57195378,11:01:34
18,64,-80.96610072,-79.22825074,11:01:34
19,65,-80.18277945,-79.04002478,11:01:34
20,69,-78.85256213,-77.74099213,11:01:34
21,71,-81.56785393,-80.37677824,11:01:34
22,76,-84.37046428,-83.0316771,11:01:34
23,77,-90,-90,11:01:34
24,68,-84.83770528,-83.69000841,11:01:34
25,72,-89.68807488,-88.20428693,11:01:34
26,73,-86.83405012,-86.83405012,11:01:34
11,72,-87.9216988,-86.57216784,11:01:34
12,67,-84.83770528,-83.91424032,11:01:34
13,67,-83.69000841,-81.97689872,11:01:42
14,66,-89.68807488,-87.9216988,11:01:42
15,58,-90,-90,11:01:42
16,49,-86.05956766,-83.91424032,11:01:42
17,48,-81.97689872,-80.37677824,11:01:42
18,57,-81.16520939,-79.22825074,11:01:42
19,58,-81.97689872,-80.57195378,11:01:42
20,66,-79.98989323,-78.47971875,11:01:42
21,68,-81.97689872,-80.96610072,11:01:42
22,72,-84.60265632,-83.4682334,11:01:42
23,73,-90,-90,11:01:42
24,64,-85.0757165,-84.14102596,11:01:42
25,71,-89.68807488,-88.78321235,11:01:42
26,72,-86.57216784,-87.09981751,11:01:49
11,71,-87.09981751,-86.31404735,11:01:50
12,69,-85.31679751,-84.14102596,11:01:50
13,67,-83.0316771,-81.77153806,11:01:51
14,67,-88.78321235,-86.83405012,11:01:51
16,61,-86.05956766,-83.91424032,11:01:51
17,60,-83.0316771,-80.96610072,11:01:51
18,60,-81.77153806,-79.22825074,11:01:51
19,69,-81.16520939,-80.37677824,11:01:51
20,70,-79.98989323,-78.47971875,11:01:51
21,78,-81.36576939,-79.79805712,11:01:51
22,81,-83.69000841,-83.24882053,11:01:51
23,83,-90,-90,11:01:51
24,75,-84.60265632,-82.60383794,11:01:51
25,75,-88.20428693,-88.20428693,11:01:51
26,76,-86.31404735,-84.83770528,11:01:57
11,76,-87.36959568,-84.60265632,11:01:57
12,73,-84.37046428,-82.60383794,11:01:57
13,72,-83.0316771,-81.36576939,11:01:59
14,72,-88.49141223,-85.56105804,11:01:59
15,66,-90,-90,11:01:59
16,57,-87.64351265,-85.0757165,11:01:59
17,54,-83.24882053,-81.77153806,11:01:59
18,63,-81.77153806,-79.98989323,11:01:59
19,64,-81.97689872,-80.18277945,11:02:02
20,68,-79.22825074,-78.29423799,11:02:02
21,70,-81.77153806,-80.18277945,11:02:02
22,74,-85.0757165,-83.0316771,11:02:04
23,73,-90,-90,11:02:04
24,64,-85.31679751,-83.69000841,11:02:04
25,68,-89.07982737,-87.36959568,11:02:04
26,71,-87.36959568,-84.60265632,11:02:04
11,71,-87.9216988,-86.31404735,11:02:06
12,67,-84.83770528,-83.4682334,11:02:06
13,67,-82.39296693,-80.96610072,11:02:08
14,67,-87.9216988,-87.36959568,11:02:08
15,62,-90,-90,11:02:08
16,53,-87.64351265,-86.05956766,11:02:08
17,51,-83.24882053,-81.36576939,11:02:08
18,59,-81.36576939,-80.57195378,11:02:08
19,60,-81.97689872,-80.37677824,11:02:08
20,67,-79.04002478,-77.74099213,11:02:08
21,70,-81.56785393,-80.57195378,11:02:08
22,75,-84.60265632,-82.81671245,11:02:08
23,75,-90,-90,11:02:08
24,66,-85.31679751,-84.14102596,11:02:08
25,69,-88.78321235,-87.09981751,11:02:14
26,72,-86.05956766,-84.60265632,11:02:14
11,74,-87.64351265,-85.56105804,11:02:14
12,70,-84.83770528,-83.91424032,11:02:14
13,70,-82.60383794,-81.56785393,11:02:16
14,70,-88.78321235,-86.83405012,11:02:16
15,64,-90,-90,11:02:16
16,55,-86.05956766,-84.14102596,11:02:16
17,54,-83.0316771,-81.56785393,11:02:16
18,62,-81.97689872,-80.18277945,11:02:16
19,63,-81.16520939,-79.41729406,11:02:16
20,69,-78.85256213,-77.74099213,11:02:16
21,71,-81.77153806,-80.76837203,11:02:16
22,75,-84.37046428,-83.24882053,11:02:16
23,75,-90,-90,11:02:16
24,66,-85.0757165,-83.91424032,11:02:16
25,71,-87.9216988,-87.64351265,11:02:16
26,76,-85.31679751,-84.14102596,11:02:16
11,77,-88.49141223,-87.36959568,11:02:16
12,72,-86.57216784,-83.0316771,11:02:16
13,69,-82.81671245,-81.56785393,11:02:25
14,69,-88.20428693,-87.09981751,11:02:25
15,64,-90,-90,11:02:25
16,55,-86.57216784,-84.60265632,11:02:25
17,54,-82.18401476,-80.18277945,11:02:25
18,63,-80.57195378,-80.18277945,11:02:25
19,64,-80.96610072,-79.98989323,11:02:25
20,68,-78.85256213,-77.74099213,11:02:25
21,69,-81.56785393,-80.37677824,11:02:25
22,74,-84.37046428,-82.81671245,11:02:25
23,76,-90,-90,11:02:25
24,67,-84.83770528,-84.14102596,11:02:25
25,71,-89.07982737,-87.64351265,11:02:25
26,73,-86.31404735,-85.0757165,11:02:31
11,74,-88.20428693,-85.80861003,11:02:31
12,69,-86.05956766,-84.14102596,11:02:31
13,67,-82.60383794,-81.36576939,11:02:33
14,67,-89.38139986,-87.09981751,11:02:34
15,60,-90,-90,11:02:34
16,51,-85.31679751,-83.69000841,11:02:34
17,50,-82.81671245,-80.96610072,11:02:34
18,59,-81.16520939,-79.60721041,11:02:34
19,60,-80.96610072,-79.41729406,11:02:34
20,66,-79.60721041,-78.10932046,11:02:34
21,69,-80.96610072,-79.98989323,11:02:34
22,73,-83.91424032,-82.60383794,11:02:34
23,75,-90,-90,11:02:34
24,66,-84.37046428,-83.24882053,11:02:34
25,72,-89.68807488,-88.49141223,11:02:34
26,73,-87.09981751,-84.60265632,11:02:40
11,71,-86.57216784,-86.05956766,11:02:40
12,69,-85.31679751,-83.91424032,11:02:40
13,68,-82.60383794,-81.77153806,11:02:41
14,68,-89.68807488,-86.83405012,11:02:41
15,60,-90,-90,11:02:41
16,51,-84.83770528,-84.14102596,11:02:41
17,50,-82.60383794,-80.96610072,11:02:41
18,59,-80.76837203,-79.79805712,11:02:41
19,60,-81.36576939,-79.98989323,11:02:41
20,68,-79.41729406,-77.92492003,11:02:41
21,71,-81.16520939,-80.37677824,11:02:41
22,73,-84.14102596,-83.0316771,11:02:41
23,74,-90,-90,11:02:41
24,65,-84.60265632,-83.24882053,11:02:41
25,72,-89.38139986,-89.07982737,11:02:41
26,74,-85.56105804,-84.60265632,11:02:41
11,74,-87.64351265,-85.0757165,11:02:41
12,70,-84.60265632,-83.0316771,11:02:41
13,69,-82.81671245,-81.16520939,11:02:50
14,69,-88.78321235,-86.83405012,11:02:50
15,63,-90,-90,11:02:50
16,54,-84.60265632,-83.69000841,11:02:50
17,54,-82.60383794,-81.56785393,11:02:50
18,63,-81.36576939,-79.79805712,11:02:50
19,64,-80.76837203,-79.79805712,11:02:50
20,71,-79.60721041,-77.74099213,11:02:50
21,72,-81.97689872,-80.37677824,11:02:50
22,76,-84.60265632,-83.24882053,11:02:50
23,76,-90,-89.68807488,11:02:50
24,67,-85.31679751,-83.91424032,11:02:50
25,72,-89.07982737,-88.20428693,11:02:50
26,74,-87.09981751,-85.0757165,11:02:57
11,72,-87.09981751,-85.0757165,11:02:57
12,69,-84.83770528,-82.81671245,11:02:57
13,69,-83.24882053,-81.36576939,11:02:58
14,68,-88.49141223,-87.09981751,11:02:59
15,63,-90,-90,11:02:59
16,54,-85.0757165,-84.60265632,11:02:59
17,54,-82.18401476,-81.36576939,11:02:59
18,63,-81.36576939,-80.18277945,11:02:59
19,64,-80.96610072,-79.60721041,11:02:59
20,70,-79.41729406,-77.74099213,11:02:59
21,73,-80.96610072,-80.37677824,11:02:59
22,76,-85.80861003,-83.69000841,11:02:59
23,76,-90,-90,11:02:59
24,67,-84.37046428,-83.91424032,11:02:59
25,72,-88.78321235,-86.83405012,11:02:59
26,75,-86.05956766,-85.31679751,11:02:59
11,74,-87.36959568,-84.83770528,11:02:59
12,71,-84.60265632,-83.4682334,11:02:59
13,70,-83.0316771,-80.96610072,11:03:07
14,70,-88.20428693,-86.05956766,11:03:07
15,65,-90,-90,11:03:07
16,56,-87.09981751,-85.80861003,11:03:08
17,55,-82.81671245,-81.36576939,11:03:08
18,63,-82.18401476,-79.60721041,11:03:08
19,64,-81.97689872,-81.16520939,11:03:08
20,70,-79.22825074,-78.29423799,11:03:08
21,72,-81.97689872,-80.96610072,11:03:08
22,75,-84.83770528,-83.91424032,11:03:08
23,75,-90,-90,11:03:08
24,66,-84.83770528,-83.24882053,11:03:08
25,70,-89.38139986,-87.09981751,11:03:13
26,71,-87.09981751,-85.0757165,11:03:14
11,71,-87.9216988,-86.05956766,11:03:14
12,67,-85.0757165,-83.0316771,11:03:14
13,67,-83.0316771,-81.77153806,11:03:15
14,66,-88.20428693,-86.05956766,11:03:15
15,62,-90,-90,11:03:15
16,53,-86.05956766,-84.37046428,11:03:15
17,52,-82.60383794,-81.77153806,11:03:15
18,61,-81.16520939,-79.60721041,11:03:15
19,61,-81.97689872,-80.76837203,11:03:15
20,69,-79.22825074,-77.74099213,11:03:15
21,72,-81.77153806,-80.57195378,11:03:15
22,76,-84.60265632,-82.81671245,11:03:15
23,76,-90,-90,11:03:15
24,67,-85.31679751,-83.4682334,11:03:15
25,71,-88.49141223,-86.83405012,11:03:15
26,75,-87.36959568,-85.31679751,11:03:15
11,73,-87.36959568,-85.31679751,11:03:15
12,70,-85.0757165,-83.24882053,11:03:15
13,69,-83.0316771,-81.16520939,11:03:24
14,69,-88.78321235,-87.64351265,11:03:24
15,63,-90,-90,11:03:24
16,54,-85.56105804,-84.60265632,11:03:24
17,53,-82.39296693,-80.18277945,11:03:24
18,62,-81.36576939,-79.79805712,11:03:24
19,63,-79.60721041,-78.66581039,11:03:24
20,69,-80.57195378,-78.66581039,11:03:24
21,72,-80.76837203,-79.60721041,11:03:24
22,75,-84.14102596,-83.24882053,11:03:24
23,76,-90,-89.38139986,11:03:24
24,67,-83.69000841,-82.81671245,11:03:24
25,72,-89.68807488,-89.07982737,11:03:24
26,73,-85.80861003,-85.31679751,11:03:24
11,73,-86.05956766,-84.83770528,11:03:24
12,72,-83.69000841,-83.0316771,11:03:24
13,71,-82.81671245,-81.36576939,11:03:32
14,71,-89.07982737,-87.36959568,11:03:32
15,64,-90,-90,11:03:32
16,55,-84.83770528,-82.81671245,11:03:32
17,55,-83.0316771,-81.16520939,11:03:32
18,64,-80.96610072,-79.60721041,11:03:32
19,64,-80.37677824,-78.29423799,11:03:32
20,72,-80.18277945,-78.29423799,11:03:32
21,74,-81.77153806,-80.18277945,11:03:32
22,76,-83.91424032,-82.81671245,11:03:32
23,75,-90,-89.68807488,11:03:32
24,67,-84.37046428,-84.14102596,11:03:32
25,73,-89.38139986,-87.64351265,11:03:32
26,74,-85.56105804,-85.0757165,11:03:32
11,74,-86.05956766,-84.37046428,11:03:32
12,72,-84.14102596,-82.60383794,11:03:32
13,72,-82.39296693,-81.16520939,11:03:41
14,72,-87.64351265,-86.05956766,11:03:41
15,68,-90,-90,11:03:41
16,59,-84.83770528,-83.91424032,11:03:41
17,58,-82.81671245,-80.96610072,11:03:41
